,lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
0,traffic_safety_rating,~,road,-0.05476858369062682,-0.05476606734690424,0.067935318647324,-0.8061871907033146,0.420134923391684
1,traffic_safety_rating,~,car_pixels,-0.23026543893366772,-0.23025485938326243,0.036671866588085446,-6.279076042510502,3.4059088882543165e-10
2,traffic_safety_rating,~,bicycle_pixels,0.011957490287842418,0.011956940900701162,0.015923136924544647,0.7509506665523706,0.45268234634112914
3,traffic_safety_rating,~,truck_pixels,-0.13240966166600782,-0.13240357810133466,0.027412392224774745,-4.830284806063313,1.363378934193804e-06
4,traffic_safety_rating,~,traffic_sign_pixels,-0.06353741930777784,-0.0635345000797195,0.015487441967402746,-4.1025121797005575,4.086883340881364e-05
5,traffic_safety_rating,~,person_pixels,-0.027203065635060877,-0.027201815789641606,0.015781467825122252,-1.723734822057112,0.08475572567330292
6,traffic_safety_rating,~,building,-0.3151805691067709,-0.3151660881289347,0.12328840299716452,-2.5564494424626716,0.010574643657270899
7,traffic_safety_rating,~,sidewalk,-0.062304148210235416,-0.06230128564484348,0.10647606627343285,-0.5851469761256193,0.5584488944611403
8,traffic_safety_rating,~,trees,-0.11042776684218923,-0.11042269323613325,0.10901686702974507,-1.0129420322732834,0.3110878500593286
9,traffic_safety_rating,~,grass,-0.06147601760473478,-0.061473193087820864,0.07149907250454265,-0.8598155955095657,0.3898907010485746
10,traffic_safety_rating,~,sky,-0.17574867902883676,-0.1757406042521049,0.08723215775558796,-2.0147235096401572,0.04393362747363905
11,traffic_safety_rating,~,water,-0.068136097715874,-0.0681329672014401,0.047493336429128036,-1.4346454226503018,0.1513881639306336
12,traffic_safety_rating,~,plants,-0.052681094719137005,-0.05267867428513891,0.038367799260933186,-1.373054898444614,0.1697352806435526
13,social_safety_rating,~,road,0.10056361211753621,0.10057845808743382,0.07264317430863529,1.3843504647648306,0.16625116872575973
14,social_safety_rating,~,car_pixels,0.10171338840722408,0.1017284041158953,0.03921319351736404,2.5938562835896137,0.009490614933600705
15,social_safety_rating,~,bicycle_pixels,0.053578653403762104,0.05358656309454221,0.017026595799966633,3.1467625137797857,0.0016508899100988739
16,social_safety_rating,~,truck_pixels,-0.00043570260795641844,-0.0004357669297092458,0.029312046020401,-0.014864285066907573,0.9881404531611744
17,social_safety_rating,~,traffic_sign_pixels,0.028826234221053786,0.02883048977031753,0.016560707579417317,1.7406402523005837,0.08174665729161457
18,social_safety_rating,~,person_pixels,0.003326039921410511,0.003326530936873378,0.016875109161081276,0.19709738701330554,0.8437513281836777
19,social_safety_rating,~,building,0.15879629168035378,0.15881973440398417,0.1318321769512907,1.2045336377766198,0.22838338883784193
20,social_safety_rating,~,sidewalk,0.22190932028349228,0.22194208023532344,0.11385476061653013,1.9490561402956834,0.051288720701240464
21,social_safety_rating,~,trees,0.2009533277048112,0.20098299397267008,0.11657163654939358,1.7238612552028438,0.08473289322978328
22,social_safety_rating,~,grass,0.13894091430430972,0.13896142582520568,0.0764538930599081,1.8173164078593147,0.06916867902040891
23,social_safety_rating,~,sky,0.12844043099298882,0.12845939235219234,0.09327726677862769,1.3769746415966058,0.16852008809809993
24,social_safety_rating,~,water,0.08658647294045671,0.08659925549812095,0.05078458135495471,1.7049756171772417,0.08819897200462545
25,social_safety_rating,~,plants,0.06956703489915064,0.0695773049171446,0.041026652778649655,1.6956546582727265,0.08995130005679686
26,beauty_rating,~,road,0.025869228863004884,0.025871903519453517,0.06808148224283375,0.37997452479595356,0.7039643256848231
27,beauty_rating,~,car_pixels,-0.09855665910925304,-0.09856684902273054,0.03675076651792027,-2.6817579181243323,0.007323643542878955
28,beauty_rating,~,bicycle_pixels,0.006709754212701587,0.00671044794375436,0.015957395731171557,0.4204792765259381,0.6741353652972282
